,num_results_to_collect,avg_eval_score,runtimes
0,5,0.7996289424860852,6.033699989318848
1,10,0.8597402597402598,20.461267471313477
2,15,0.8756493506493509,45.50351941585541
3,20,0.8675324675324676,76.43945693969727
4,25,0.8922077922077921,137.44914281368256
5,30,0.8792207792207795,207.422913312912
6,35,0.8980519480519481,284.2040776014328
7,40,0.8909090909090909,384.063809633255
8,45,0.9230519480519481,470.7704722881317
9,50,0.8909090909090908,365.12632244825363
